countyFips,placeFips,area,year,cbBuildingPermit,sdoBuildingPermit,totalPopulation,householdPopulation,personsPerHousehold,totalHousingUnits,occupiedHousingUnits,vacantHousingUnits
009,61315,Pritchett,2012,0,0,137,137,2.403508772,76,57,19
089,65190,Rocky Ford,2016,0,0,"3,814","3,744",2.4,"1,869","1,560",309
123,45530,Lochbuie (Part),2018,187,182,"6,831","6,831",2.898175647,"2,393","2,357",36
003,01090,Alamosa,2017,75,19,"9,296","8,499",2.366750209,"3,951","3,591",360
041,62660,Ramah,2013,0,0,126,126,2.210526316,68,57,11
057,99990,Unincorp. Area,2014,4,4,786,786,2.195530726,925,358,567
117,00000,SUMMIT COUNTY,2013,139,0,"28,734","28,461",2.358190405,"30,238","12,069","18,169"
009,11645,Campo,2014,0,0,103,103,2.340909091,75,44,31
079,00000,MINERAL COUNTY,2013,8,0,733,733,2.00273224,"1,225",366,859
099,43110,Lamar,2018,1,0,"7,486","7,221",2.430494783,"3,662","2,971",691
001,99990,Unincorp. Area,2013,80,0,"92,406","92,098",2.989644874,"31,253","30,806",447
123,29955,Gilcrest,2010,0,0,"1,037","1,037",3.190769231,346,325,21
077,19355,De Beque,2013,0,0,495,493,2.636363636,224,187,37
101,00000,PUEBLO COUNTY,2013,284,0,"160,735","156,668",2.457575805,"70,264","63,749","6,515"
059,42495,Lakeside,2014,0,0,8,8,1,10,8,2
123,50480,Milliken,2018,201,,"7,619","7,619",3.018621236,"2,524","2,524",0
117,99990,Unincorp. Area,2010,4,23,"15,099","14,931",2.386287358,"15,684","6,257","9,427"
077,15605,Collbran,2017,2,0,705,470,2.5,227,188,39
013,47070,Lyons,2010,1,4,"2,038","2,038",2.361529548,905,863,42
053,42330,Lake City,2018,3,,386,386,2.120879121,455,182,273
053,99990,Unincorp. Area,2017,5,0,413,357,2.23125,970,160,810
083,17375,Cortez,2017,18,22,"8,718","8,592",2.327824438,"3,955","3,691",264
999,75640,Superior (Total),2012,1,0,"12,749","12,749",2.776350174,"4,700","4,592",108
025,56145,Ordway,2012,0,0,"1,077","1,042",2.33632287,541,446,95
107,00000,ROUTT COUNTY,2015,127,0,"24,417","24,084",2.342801556,"16,578","10,280","6,298"
105,51635,Monte Vista,2016,4,0,"4,179","4,125",2.474505099,"1,987","1,667",320
041,48445,Manitou Springs,2013,4,4,"5,223","5,190",1.980160244,"2,846","2,621",225
091,99990,Unincorp. Area,2016,23,0,"2,746","2,746",2.162992126,"1,893","1,270",623
041,11260,Calhan,2016,1,1,820,820,2.515337423,351,326,25
109,18420,Crestone,2012,0,0,150,150,2.112676056,110,71,39
033,99990,Unincorp. Area,2011,,37,"1,050","1,050",2.287581699,898,459,439
001,83835,Westminster (Part),2016,11,11,"69,335","69,014",2.637948169,"26,913","26,162",751
013,75640,Superior (Part),2012,1,0,"12,749","12,749",2.776350174,"4,700","4,592",108
081,17760,Craig,2018,7,,"8,972","8,873",2.311881188,"4,100","3,838",262
063,74485,Stratton,2016,0,0,650,644,2.275618375,346,283,63
045,70195,Silt,2017,11,0,"3,121","3,121",2.972380952,"1,122","1,050",72
055,44100,La Veta,2013,0,0,758,758,1.928753181,567,393,174
089,13460,Cheraw,2013,0,0,246,246,2.484848485,115,99,16
089,42110,La Junta,2017,0,55,"6,949","6,576",2.327787611,"3,428","2,825",603
063,10600,Burlington,2017,0,0,"3,191","3,123",2.356981132,"1,480","1,325",155
051,18310,Crested Butte,2010,0,3,"1,482","1,482",2.049792531,"1,069",723,346
123,27700,Fort Lupton,2016,20,22,"7,986","7,986",3.091753775,"2,583","2,583",0
097,00000,PITKIN COUNTY,2015,416,0,"17,946","17,874",2.089548749,"13,568","8,554","5,014"
075,38590,Iliff,2016,0,0,262,262,2.519230769,129,104,25
055,44100,La Veta,2017,0,0,772,772,1.93,569,400,169
059,00000,JEFFERSON COUNTY,2015,"2,621",0,"565,173","557,358",2.415796181,"236,608","230,714","5,894"
063,26765,Flagler,2016,0,0,554,554,2.082706767,328,266,62
059,52350,Mountain View,2018,0,,538,538,1.96350365,288,274,14
043,99990,Unincorp. Area,2016,45,43,"25,017","18,396",2.319499425,"9,713","7,831","1,882"
059,23135,Edgewater,2011,1,6,"5,210","5,210",2.302253646,"2,437","2,263",174
023,99990,Unincorp. Area,2012,17,0,"2,585","2,585",2.232297064,"2,155","1,158",997
015,10105,Buena Vista,2010,3,0,"2,615","2,615",2.19195306,"1,381","1,193",188
059,84440,Wheat Ridge,2011,2,2,"30,387","29,833",2.118821023,"14,869","14,080",789
049,28305,Fraser,2010,0,0,"1,217","1,212",2.25698324,"1,096",537,559
013,00000,BOULDER COUNTY,2012,786,0,"305,305","295,271",2.393610467,"128,687","123,358","5,329"
073,03235,Arriba,2017,1,0,199,199,2.030612245,132,98,34
001,04000,Aurora (Part),2010,12,1,"39,978","39,074",3.074998033,"14,132","12,707","1,425"
113,54880,Norwood,2016,1,0,563,563,2.405982906,256,234,22
057,99990,Unincorp. Area,2016,4,0,773,773,2.196022727,935,352,583
059,43000,Lakewood,2014,800,495,"149,319","147,148",2.27160875,"66,880","64,777","2,103"
001,26270,Federal Heights,2014,0,55,"12,616","12,616",2.585245902,"5,059","4,880",179
069,77510,Timnath,2017,162,0,"3,268","3,268",2.920464701,"1,249","1,119",130
123,69150,Severance,2014,34,34,"3,524","3,524",2.851132686,"1,236","1,236",0
013,53175,Nederland,2016,10,0,"1,537","1,532",2.191702432,773,699,74
077,28745,Fruita,2017,60,59,"13,317","13,109",2.635504624,"5,522","4,974",548
061,34740,Haswell,2017,0,0,67,67,2.03030303,42,33,9
087,99990,Unincorp. Area,2017,27,0,"9,604","9,604",2.669724771,"4,294","3,597",697
045,12045,Carbondale,2012,1,0,"6,466","6,361",2.808388521,"2,472","2,265",207
005,08070,Bow Mar (Part),2012,1,0,612,612,3.014778325,205,203,2
005,13845,Cherry Hills Village,2015,10,10,"6,575","6,575",2.969738031,"2,214","2,214",0
069,99990,Unincorp. Area,2014,142,147,"67,390","66,561",2.468367574,"33,248","26,966","6,282"
049,85705,Winter Park,2010,1,3,993,980,2.050209205,"2,573",478,"2,095"
041,32650,Green Mtn. Falls (Part),2011,3,3,797,773,1.992268041,561,388,173
119,86090,Woodland Park,2012,7,7,"7,179","7,179",2.467010309,"3,203","2,910",293
001,77290,Thornton (Part),2015,370,372,"133,661","133,199",3.023264787,"45,311","44,058","1,253"
069,85485,Windsor (Part),2015,128,128,"6,512","6,512",2.920179372,"2,309","2,230",79
011,00000,BENT COUNTY,2015,0,0,"5,871","3,964",2.341405789,"2,256","1,693",563
081,17760,Craig,2012,3,0,"9,029","8,930",2.472999169,"4,089","3,611",478
027,83450,Westcliffe,2013,2,2,442,427,2.093137255,299,204,95
029,99990,Unincorp. Area,2017,,0,"13,635","13,130",2.411202938,"6,766","5,445","1,321"
027,83450,Westcliffe,2016,1,1,468,453,2.087557604,303,217,86
017,99990,Unincorp. Area,2016,5,0,782,782,2.436137072,420,321,99
071,40570,Kim,2017,0,0,65,65,1.911764706,47,34,13
125,86750,Yuma,2010,0,0,"3,520","3,469",2.535818713,"1,490","1,368",122
125,23025,Eckley,2018,1,1,255,255,2.339449541,133,109,24
063,00000,KIT CARSON COUNTY,2014,24,0,"8,011","7,229",2.367059594,"3,552","3,054",498
121,00925,Akron,2011,1,0,"1,632","1,448",2.148367953,844,674,170
077,28745,Fruita,2015,49,53,"13,026","12,818",2.635821509,"5,429","4,863",566
063,26765,Flagler,2014,0,0,561,561,2.085501859,328,269,59
107,99990,Unincorp. Area,2014,17,0,"8,512","8,455",2.433506045,"4,862","3,474","1,388"
109,51250,Moffat,2014,0,0,114,114,2.28,70,50,20
033,21265,Dove Creek,2016,0,0,726,726,2.380327869,360,305,55
111,70580,Silverton,2018,5,5,692,692,1.994236311,517,347,170
123,03950,Ault,2018,23,,"1,819","1,819",2.628612717,692,692,0
021,02355,Antonito,2015,0,0,751,750,2.265861027,409,331,78
079,99990,Unincorp. Area,2018,14,,460,460,2.14953271,998,214,784
999,83835,Westminster (Total),2011,47,47,"107,809","107,332",2.512806106,"44,058","42,714","1,344"
035,45255,Littleton (Part),2014,0,2,29,29,1.8125,17,16,1
059,83835,Westminster (Part),2018,49,51,"44,209","44,053",2.54083516,"17,519","17,338",181
033,00000,DOLORES COUNTY,2014,0,0,"1,968","1,968",2.29638273,"1,469",857,612
031,00000,DENVER COUNTY,2014,"6,219",0,"666,237","650,019",2.220305983,"301,378","292,761","8,617"
055,44100,La Veta,2018,6,,804,804,1.928057554,575,417,158
049,85705,Winter Park,2017,41,0,"1,036","1,023",2.0501002,"2,689",499,"2,190"
123,49600,Mead,2014,27,28,"4,054","4,054",2.931308749,"1,383","1,383",0
107,00000,ROUTT COUNTY,2012,21,0,"23,273","22,968",2.342956238,"16,368","9,803","6,565"
039,70635,Simla,2014,0,0,628,598,2.657777778,266,225,41
051,48555,Marble,2017,2,0,144,144,2.440677966,108,59,49
017,14175,Cheyenne Wells,2018,0,,838,811,2.151193634,433,377,56
089,75970,Swink,2017,0,0,596,596,2.483333333,286,240,46
073,44980,Limon,2017,1,1,"1,939","1,917",2.271327014,974,844,130
075,73935,Sterling,2015,7,0,"14,073","10,843",2.250986091,"5,426","4,817",609
059,42495,Lakeside,2012,0,0,8,8,1,10,8,2
001,00000,ADAMS COUNTY,2013,"1,267",0,"470,081","466,052",2.846362437,"165,879","163,736","2,143"
045,64255,Rifle,2016,10,0,"9,464","9,329",2.805714286,"3,649","3,325",324
075,18640,Crook,2014,0,0,108,108,1.928571429,76,56,20
105,51635,Monte Vista,2017,2,0,"4,158","4,104",2.475271411,"1,989","1,658",331
037,99990,Unincorp. Area,2017,123,72,"24,048","24,048",2.775098084,"14,171","8,666","5,505"
013,82735,Ward,2012,0,0,153,153,1.987012987,101,77,24
031,20000,Denver,2018,"10,525","11,065","717,796","701,182",2.220300502,"332,400","315,805","16,595"
029,17925,Crawford,2012,0,0,423,423,2.389830508,212,177,35
999,00000,Multi-County Places,2016,0,0,"1,046,112","1,039,229",2.677224647,"394,307","388,174","6,133"
037,50920,Minturn,2011,0,0,"1,024","1,024",2.443914081,530,419,111
999,06255,Berthoud (Total),2017,516,264,"6,815","6,746",2.530382596,"2,732","2,666",66
049,31605,Granby,2015,24,24,"1,997","1,997",2.394484412,"1,699",834,865
109,18420,Crestone,2014,6,2,154,154,2.109589041,117,73,44
123,99990,Unincorp. Area,2013,81,85,"44,774","44,735",2.715770914,"17,335","16,448",887
001,26270,Federal Heights,2012,3,30,"11,988","11,988",2.584734799,"4,937","4,638",299
019,24620,Empire,2018,1,,302,302,1.725714286,201,175,26
091,56420,Ouray,2010,2,7,"1,003","1,003",2.189956332,802,458,344
085,00000,MONTROSE COUNTY,2016,124,0,"41,177","40,635",2.471114084,"18,991","16,444","2,547"
049,85705,Winter Park,2014,5,5,965,952,2.051724138,"2,594",464,"2,130"
107,35070,Hayden,2016,2,1,"1,905","1,905",2.454896907,822,776,46
059,75640,Superior (Part),2017,0,0,,,,0,,
999,04935,Basalt (Total),2011,1,0,"3,840","3,840",2.410546139,"1,914","1,593",321
013,45970,Longmont (Part),2011,111,111,"87,512","86,889",2.575404588,"35,167","33,738","1,429"
123,28360,Frederick,2013,229,229,"10,131","10,131",2.941637631,"3,464","3,444",20
123,43605,La Salle,2016,22,0,"2,143","2,143",2.783116883,770,770,0
089,42110,La Junta,2012,0,158,"7,001","6,718",2.327789328,"3,425","2,886",539
071,15550,Cokedale,2012,0,0,124,124,2.431372549,95,51,44
005,04000,Aurora (Part),2018,"1,720","1,866","324,427","323,392",2.584282952,"125,138","125,138",0
125,86750,Yuma,2016,1,1,"3,573","3,454",2.474212034,"1,491","1,396",95
051,52570,Mount Crested Butte/G,2017,3,0,868,868,2.004618938,"1,530",433,"1,097"
025,00000,CROWLEY COUNTY,2012,2,0,"5,429","3,138",2.402756508,"1,565","1,306",259
107,35070,Hayden,2012,1,1,"1,794","1,794",2.457534247,809,730,79
013,00000,BOULDER COUNTY,2010,98,0,"295,605","286,209",2.393732332,"127,182","119,566","7,616"
115,56475,Ovid,2017,1,0,311,311,2.270072993,178,137,41
091,00000,OURAY COUNTY,2011,20,0,"4,414","4,414",2.192747144,"3,107","2,013","1,094"
121,00925,Akron,2013,0,1,"1,627","1,443",2.147321429,845,672,173
085,55540,Olathe,2010,0,0,"1,837","1,769",3.023931624,634,585,49
107,99990,Unincorp. Area,2013,15,0,"8,344","8,287",2.433773862,"4,845","3,405","1,440"
035,43550,Larkspur,2014,0,0,192,192,2.258823529,92,85,7
069,99990,Unincorp. Area,2018,174,190,"68,428","67,599",2.468378003,"33,883","27,386","6,497"
085,99990,Unincorp. Area,2010,10,0,"18,934","18,908",2.547218106,"8,322","7,423",899
117,70525,Silverthorne,2014,99,0,"4,263","4,261",2.678189818,"2,211","1,591",620
113,76795,Telluride,2016,14,0,"2,543","2,543",2.140572391,"2,145","1,188",957
051,52570,Mount Crested Butte/G,2015,7,0,836,836,2.004796163,"1,525",417,"1,108"
099,31550,Granada,2013,0,0,506,506,2.78021978,243,182,61
059,84440,Wheat Ridge,2018,22,22,"31,369","30,815",2.118743124,"15,086","14,544",542
123,06255,Berthoud (Part),2014,151,18,126,126,3.315789474,38,38,0
027,83450,Westcliffe,2017,0,2,494,479,2.091703057,306,229,77
087,45695,Log Lane Village,2014,0,0,865,865,2.912457912,344,297,47
009,11645,Campo,2016,,0,101,101,2.295454545,75,44,31
005,45255,Littleton (Part),2011,269,881,"40,667","40,176",2.217340913,"18,941","18,119",822
045,64255,Rifle,2015,6,0,"9,311","9,176",2.805258331,"3,639","3,271",368
033,64090,Rico,2018,0,,265,265,2.12,212,125,87
021,02355,Antonito,2016,0,0,746,745,2.26443769,409,329,80
019,00000,CLEAR CREEK COUNTY,2018,30,,"9,663","9,538",2.14048474,"5,817","4,456","1,361"
041,32650,Green Mtn. Falls (Part),2014,3,3,817,793,1.992462312,569,398,171
065,00000,LAKE COUNTY,2016,39,0,"7,528","7,446",2.428571429,"4,294","3,066","1,228"
003,99990,Unincorp. Area,2011,14,0,"6,639","6,571",2.571819961,"2,831","2,555",276
041,27865,Fountain,2012,60,60,"27,156","27,156",2.962688196,"9,616","9,166",450
999,75640,Superior (Total),2017,11,33,"13,003","13,003",2.776638907,"4,796","4,683",113
089,99990,Unincorp. Area,2010,1,0,"5,312","5,269",2.44795539,"2,481","2,152",329
077,99990,Unincorp. Area,2016,190,190,"70,886","70,648",2.595312443,"30,438","27,221","3,217"
037,22200,Eagle,2010,1,0,"6,491","6,437",2.956821314,"2,418","2,177",241
081,99990,Unincorp. Area,2013,9,0,"3,829","3,826",2.578167116,"1,964","1,484",480
123,22860,Eaton,2013,20,20,"4,622","4,622",2.693473193,"1,738","1,716",22
097,04935,Basalt (Part),2015,0,0,934,934,2.376590331,514,393,121
055,99990,Unincorp. Area,2013,24,24,"2,773","2,664",2.100946372,"2,833","1,268","1,565"
017,00000,CHEYENNE COUNTY,2018,3,,"1,861","1,819",2.285175879,"1,008",796,212
071,00760,Aguilar,2017,0,0,473,473,2.307317073,290,205,85
105,72395,South Fork,2016,1,0,362,356,2.144578313,603,166,437
037,00000,EAGLE COUNTY,2010,19,0,"52,057","52,002",2.710696414,"31,330","19,184","12,146"
063,99990,Unincorp. Area,2018,0,,"2,223","2,223",2.473859844,"1,112",899,213
123,32155,Greeley,2010,12,0,"93,147","88,294",2.633676361,"36,340","33,525","2,815"
077,28745,Fruita,2011,75,75,"12,837","12,629",2.635984137,"5,200","4,791",409
025,00000,CROWLEY COUNTY,2018,3,,"5,855","3,028",2.4050834,"1,587","1,259",328
107,86475,Yampa,2016,1,0,449,449,2.453551913,217,183,34
099,37215,Holly,2014,0,0,775,731,2.547038328,384,287,97
049,00000,GRAND COUNTY,2018,198,,"15,481","15,259",2.243970588,"16,921","6,785","10,136"
067,22035,Durango,2017,96,108,"18,531","16,726",2.175315386,"8,452","7,689",763
053,99990,Unincorp. Area,2018,5,,421,365,2.225609756,975,164,811
097,99990,Unincorp. Area,2017,25,25,"6,766","6,746",2.301603548,"4,310","2,931","1,379"
005,45255,Littleton (Part),2013,7,785,"41,902","41,411",2.21733776,"18,951","18,676",275
039,23740,Elizabeth,2011,0,17,"1,355","1,355",2.776639344,531,488,43
057,99990,Unincorp. Area,2018,9,,800,800,2.197802198,949,364,585
013,41835,Lafayette,2013,310,310,"26,691","26,601",2.535601945,"10,619","10,491",128
123,40515,Kersey,2017,5,0,"1,619","1,619",2.943636364,554,550,4
027,99990,Unincorp. Area,2017,54,49,"3,701","3,701",2.170674487,"3,618","1,705","1,913"
075,38590,Iliff,2017,0,0,260,260,2.5,129,104,25
051,48555,Marble,2015,0,0,136,136,2.428571429,106,56,50
011,99990,Unincorp. Area,2012,1,0,"3,506","1,898",2.366583541,"1,036",802,234
067,00000,LA PLATA COUNTY,2012,154,0,"52,495","50,619",2.352293322,"26,266","21,519","4,747"
107,73825,Steamboat Springs,2010,11,0,"12,056","11,778",2.270676692,"9,979","5,187","4,792"
013,39195,Jamestown,2017,0,0,301,301,2.090277778,152,144,8
999,12855,Center (Total),2017,0,0,"2,273","2,273",2.816604709,925,807,118
053,00000,HINSDALE COUNTY,2015,4,0,764,708,2.178461538,"1,409",325,"1,084"
039,99990,Unincorp. Area,2015,115,114,"21,808","21,800",2.75752593,"8,122","7,906",216
071,08345,Branson,2010,0,0,73,73,2.212121212,45,33,12
049,00000,GRAND COUNTY,2013,34,0,"14,308","14,086",2.260995185,"16,365","6,230","10,135"
117,07410,Blue River,2014,2,0,884,884,2.525714286,740,350,390
051,00000,GUNNISON COUNTY,2013,47,0,"15,607","14,605",2.220617303,"11,486","6,577","4,909"
051,52570,Mount Crested Butte/G,2014,3,0,815,815,2.002457002,"1,518",407,"1,111"
071,99990,Unincorp. Area,2016,3,0,"5,309","4,805",2.271996216,"3,630","2,114","1,516"
063,06530,Bethune,2015,0,0,236,236,3.025641026,84,78,6
097,00000,PITKIN COUNTY,2012,41,0,"17,300","17,228",2.095353928,"13,044","8,222","4,822"
999,12910,Central City (Total),2015,4,0,721,721,1.938172043,505,372,133
009,82460,Walsh,2016,0,0,508,486,2.08583691,350,233,117
067,22035,Durango,2013,46,46,"17,681","15,677",2.175548154,"7,970","7,206",764
113,55870,Ophir,2011,0,0,183,183,2.691176471,73,68,5
047,12910,Central City (Part),2015,4,0,721,721,1.938172043,505,372,133
041,51800,Monument,2010,3,25,"5,564","5,564",3.068946498,"1,887","1,813",74
999,06090,Bennett (Total),2014,0,0,"2,445","2,445",2.768969422,898,883,15
095,57245,Paoli,2017,0,0,33,33,2.0625,24,16,8
005,30340,Glendale,2014,341,0,"4,967","4,967",1.765103056,"2,983","2,814",169
029,55980,Orchard City,2018,16,,"3,156","3,101",2.342145015,"1,455","1,324",131
051,18310,Crested Butte,2012,10,0,"1,511","1,511",2.050203528,"1,086",737,349
123,69150,Severance,2018,258,255,"4,975","4,975",2.938570585,"1,715","1,693",22
011,43660,Las Animas,2012,0,0,"2,320","2,242",2.323316062,"1,214",965,249
023,00000,COSTILLA COUNTY,2011,54,0,"3,647","3,647",2.272274143,"2,711","1,605","1,106"
123,25280,Evans,2015,32,32,"19,896","19,892",2.944345767,"6,875","6,756",119
045,64255,Rifle,2014,3,0,"9,235","9,100",2.806043787,"3,633","3,243",390
019,99990,Unincorp. Area,2015,11,11,"6,028","6,018",2.232653061,"3,723","2,695","1,028"
013,75640,Superior (Part),2018,76,76,"13,119","13,119",2.776507937,"4,868","4,725",143
123,32155,Greeley,2013,98,0,"96,305","91,665",2.633673323,"36,559","34,805","1,754"
063,74485,Stratton,2018,0,,644,638,2.270462633,346,281,65
083,00000,MONTEZUMA COUNTY,2014,6,0,"25,476","25,239",2.399600685,"12,132","10,518","1,614"
059,03455,Arvada (Part),2012,549,549,"107,093","106,593",2.478388244,"44,094","43,009","1,085"
123,59005,Pierce,2017,19,18,"1,150","1,150",2.674418605,435,430,5
069,99990,Unincorp. Area,2016,212,125,"68,352","67,523",2.46830677,"33,504","27,356","6,148"
999,39855,Johnstown (Total),2011,124,124,"10,476","10,476",2.931989924,"3,753","3,573",180
051,99990,Unincorp. Area,2016,68,0,"7,327","7,237",2.309926588,"5,869","3,133","2,736"
001,16495,Commerce City,2011,240,239,"47,540","47,189",3.146772473,"15,718","14,996",722
089,99990,Unincorp. Area,2018,2,2,"5,194","5,151",2.448669202,"2,509","2,104",405
027,70250,Silver Cliff,2011,8,0,605,605,1.977124183,412,306,106
999,85485,Windsor (Total),2014,372,372,"22,728","22,625",2.759146341,"8,441","8,200",241
041,27865,Fountain,2014,173,173,"28,443","28,443",2.962503906,"10,044","9,601",443
109,67005,Saguache,2014,0,0,478,460,1.974248927,345,233,112
013,41835,Lafayette,2018,271,,"28,950","28,860",2.535582499,"11,647","11,382",265
009,61315,Pritchett,2018,,,131,131,2.425925926,76,54,22
013,46355,Louisville,2011,13,0,"18,597","18,464",2.420555847,"7,909","7,628",281
101,07795,Boone,2014,0,0,344,336,2.382978723,184,141,43
101,07795,Boone,2015,0,0,347,339,2.387323944,184,142,42
075,73935,Sterling,2016,5,0,"14,043","10,764",2.250941029,"5,431","4,782",649
999,24950,Erie (Total),2010,26,94,"18,452","18,452",2.877729258,"6,685","6,412",273
025,56145,Ordway,2010,0,0,"1,085","1,050",2.338530067,540,449,91
093,25610,Fairplay,2011,3,0,679,679,2.286195286,400,297,103
001,08675,Brighton (Part),2016,188,188,"38,403","36,860",3.094878254,"12,209","11,910",299
089,65190,Rocky Ford,2018,0,,"3,830","3,760",2.39948947,"1,869","1,567",302
001,26270,Federal Heights,2013,14,70,"12,323","12,323",2.585063982,"5,005","4,767",238
019,00000,CLEAR CREEK COUNTY,2016,20,0,"9,406","9,293",2.140750979,"5,775","4,341","1,434"
083,20770,Dolores,2018,2,,965,956,2.153153153,512,444,68
039,40790,Kiowa,2018,0,,759,724,2.454237288,323,295,28
115,56475,Ovid,2010,0,0,316,316,2.273381295,176,139,37
115,99990,Unincorp. Area,2015,1,1,692,692,2.246753247,403,308,95
999,45970,Longmont (Total),2013,378,378,"90,183","89,544",2.573769078,"35,739","34,791",948
037,33695,Gypsum,2013,43,0,"6,688","6,688",3.224686596,"2,269","2,074",195
999,77290,Thornton (Total),2017,832,861,"138,711","138,249",3.03863991,"46,913","45,497","1,416"
021,00000,CONEJOS COUNTY,2015,13,0,"8,042","8,006",2.637022398,"4,364","3,036","1,328"
119,80865,Victor,2016,0,0,393,393,1.871428571,337,210,127
021,42055,La Jara,2014,1,0,803,798,2.599348534,356,307,49
007,00000,ARCHULETA COUNTY,2013,53,0,"12,233","12,104",2.270067517,"8,929","5,332","3,597"
103,49875,Meeker,2014,0,0,"2,395","2,352",2.4,"1,212",980,232
081,00000,MOFFAT COUNTY,2010,5,0,"13,806","13,704",2.505301645,"6,202","5,470",732
014,00000,BROOMFIELD COUNTY,2017,779,0,"68,110","67,828",2.596784074,"28,483","26,120","2,363"
027,00000,CUSTER COUNTY,2011,67,0,"4,218","4,203",2.132420091,"4,036","1,971","2,065"
069,99990,Unincorp. Area,2013,126,119,"66,860","66,031",2.468356323,"33,109","26,751","6,358"
001,54330,Northglenn (Part),2010,0,0,"35,883","35,754",2.643744454,"14,263","13,524",739
035,00000,DOUGLAS COUNTY,2013,"2,483",0,"306,484","305,613",2.79073144,"112,213","109,510","2,703"
105,51635,Monte Vista,2013,4,0,"4,311","4,257",2.475,"1,975","1,720",255
021,48060,Manassa,2011,2,0,991,991,2.707650273,427,366,61
005,99990,Unincorp. Area,2018,379,,"96,125","95,427",2.652500208,"36,269","35,977",292
069,99990,Unincorp. Area,2011,79,59,"65,929","65,100",2.468340032,"32,895","26,374","6,521"
035,04000,Aurora (Part),2016,48,48,760,760,2.857142857,303,266,37
063,69040,Seibert,2015,2,0,218,218,2.137254902,143,102,41
043,85155,Williamsburg,2011,0,2,659,659,2.554263566,280,258,22
063,10600,Burlington,2012,0,0,"4,018","3,216",2.357771261,"1,480","1,364",116
069,25115,Estes Park,2010,6,0,"5,884","5,847",2.082264957,"4,126","2,808","1,318"
025,18750,Crowley,2015,0,0,167,167,2.226666667,88,75,13
999,45255,Littleton (Total),2016,12,"1,280","46,475","45,984",2.294267325,"20,234","20,043",191
009,11645,Campo,2013,,0,105,105,2.333333333,75,45,30
095,57245,Paoli,2015,0,0,33,33,2.0625,23,16,7
037,04935,Basalt (Part),2016,14,0,"3,018","3,018",2.422150883,"1,415","1,246",169
077,31660,Grand Junction,2017,425,425,"63,238","58,916",2.290401586,"28,623","25,723","2,900"
091,56420,Ouray,2016,3,0,"1,039","1,039",2.187368421,812,475,337
099,34520,Hartman,2013,0,0,79,79,2.323529412,48,34,14
014,09280,Broomfield,2010,40,146,"56,107","55,825",2.596753186,"22,685","21,498","1,187"
109,18420,Crestone,2018,1,1,167,167,2.113924051,120,79,41
015,10105,Buena Vista,2014,23,0,"2,740","2,740",2.192,"1,447","1,250",197
041,51800,Monument,2017,182,182,"6,840","6,840",3.071396498,"2,227","2,227",0
017,00000,CHEYENNE COUNTY,2011,1,0,"1,863","1,821",2.281954887,976,798,178
059,42495,Lakeside,2010,0,0,8,8,1,10,8,2
005,00000,ARAPAHOE COUNTY,2015,"1,458",0,"630,701","626,378",2.559789783,"246,825","244,699","2,126"
077,19355,De Beque,2014,0,0,493,491,2.639784946,224,186,38
001,77290,Thornton (Part),2010,60,239,"119,764","119,302",2.860547643,"43,464","41,706","1,758"
001,45530,Lochbuie (Part),2014,0,0,2,2,2,1,1,0
097,99990,Unincorp. Area,2018,21,21,"6,737","6,717",2.301130524,"4,320","2,919","1,401"
059,52350,Mountain View,2016,0,0,537,537,1.967032967,285,273,12
005,33035,Greenwood Village,2018,19,14,"16,147","16,094",2.404601823,"6,861","6,693",168
113,00000,SAN MIGUEL COUNTY,2014,11,0,"7,738","7,729",2.128028634,"6,714","3,632","3,082"
123,63045,Raymer,2018,0,,105,105,2.625,57,40,17
101,00000,PUEBLO COUNTY,2016,282,0,"164,476","160,473",2.457623744,"70,769","65,296","5,473"
017,99990,Unincorp. Area,2010,,0,756,756,2.430868167,400,311,89
033,99990,Unincorp. Area,2014,,26,"1,014","1,014",2.288939052,898,443,455
039,70635,Simla,2012,0,0,617,587,2.656108597,266,221,45
079,14765,City of Creede,2012,0,0,290,290,1.823899371,270,159,111
999,12855,Center (Total),2016,0,0,"2,227","2,227",2.811868687,925,792,133
045,57400,Parachute,2012,1,0,"1,092","1,092",2.927613941,540,373,167
005,69645,Sheridan,2018,38,38,"8,279","8,279",2.541129527,"3,368","3,258",110
125,23025,Eckley,2017,0,0,253,253,2.342592593,132,108,24
027,99990,Unincorp. Area,2011,55,55,"3,173","3,173",2.170314637,"3,332","1,462","1,870"
105,12855,Center (Part),2016,0,0,202,202,2.463414634,96,82,14
013,07850,Boulder,2011,453,453,"100,114","91,301",2.159999054,"44,060","42,269","1,791"
085,53120,Naturita,2013,0,1,526,526,2.155737705,316,244,72
999,06090,Bennett (Total),2012,0,0,"2,384","2,384",2.768873403,898,861,37
035,45955,Lone Tree,2014,83,80,"12,465","12,465",2.539731051,"5,016","4,908",108
065,99990,Unincorp. Area,2017,12,0,"4,871","4,867",2.643671917,"2,597","1,841",756
117,28690,Frisco,2010,6,0,"2,694","2,694",2.067536454,"3,123","1,303","1,820"
035,04000,Aurora (Part),2011,32,32,234,234,2.853658537,95,82,13
007,56860,Pagosa Springs,2017,16,15,"1,961","1,895",2.319461444,"1,042",817,225
121,99990,Unincorp. Area,2018,5,,"2,575","2,575",2.461759082,"1,344","1,046",298
119,86090,Woodland Park,2014,0,105,"7,128","7,128",2.466435986,"3,213","2,890",323
001,83835,Westminster (Part),2014,33,33,"67,882","67,561",2.534551321,"26,869","26,656",213
